RMS CDW ID,General Offense Number,Offense Code,Offense Code Extension,Offense Type,Summary Offense Code,Summarized Offense Description,Date Reported,Occurred Date or Date Range Start,Occurred Date Range End,Hundred Block Location,District/Sector,Zone/Beat,Census Tract 2000,Longitude,Latitude,Location,Month,Year
644881,2016901251,2999,0,PROPERTY DAMAGE - GRAFFITI,2900,PROPERTY DAMAGE,2/18/2016 11:20,1/25/2016 11:10,2/18/2016 11:10,95XX BLOCK OF AURORA AV N,N,N3,1300.3019,-122.3446121,47.69816971,"(47.698169708, -122.344612122)",1,2016
644861,201657869,2605,0,FRAUD-CREDIT CARD,2600,FRAUD,2/17/2016 18:38,1/11/2016 12:00,,41XX BLOCK OF 12 AV NE,U,U2,5301.4002,-122.3155365,47.65760422,"(47.657604218, -122.315536499)",1,2016
647064,201657656,2799,0,EMBEZZLE,2700,EMBEZZLE,2/17/2016 13:20,1/22/2016 8:00,2/1/2016 12:00,60XX BLOCK OF CALIFORNIA AV SW,W,W3,10600.6008,-122.3871689,47.54758835,"(47.547588348, -122.387168884)",1,2016
643191,201657391,2606,1,FRAUD-CHECK,2600,FRAUD,2/17/2016 9:28,1/29/2016 9:28,2/9/2016 9:28,1XX BLOCK OF 23 AV S,G,G2,8900.3008,-122.3022385,47.60100174,"(47.60100174, -122.302238464)",1,2016
643165,201656753,2304,2,THEFT-LICENSE PLATE,2300,OTHER PROPERTY,2/16/2016 20:40,1/25/2016 0:00,2/16/2016 10:00,4XX BLOCK OF W CROCKETT ST,Q,Q2,6900.1009,-122.3629608,47.63776016,"(47.637760162, -122.362960815)",1,2016
642157,201656467,2501,0,FORGERY-CHECK,2500,FORGERY,2/16/2016 14:14,1/28/2016 14:14,,105XX BLOCK OF LAKE CITY WY NE,L,L3,1000.2002,-122.3016281,47.70545197,"(47.705451965, -122.301628113)",1,2016
643679,201656183,2999,0,PROPERTY DAMAGE - GRAFFITI,2900,PROPERTY DAMAGE,2/16/2016 10:11,1/29/2016 12:00,2/12/2016 14:56,32XX BLOCK OF 19 AV S,R,R1,10002.4004,-122.3072739,47.57456589,"(47.574565887, -122.307273865)",1,2016
642127,201656067,2606,1,FRAUD-CHECK,2600,FRAUD,2/16/2016 8:24,1/20/2016 0:00,1/26/2016 0:00,10XX BLOCK OF NW 67 ST,J,J2,3300.1014,-122.3703384,47.67777634,"(47.677776337, -122.37033844)",1,2016
646993,2016901372,2316,0,THEFT-MAIL,2300,MAIL THEFT,2/15/2016 21:17,1/19/2016 10:00,1/19/2016 17:30,23XX BLOCK OF W RAYE ST,Q,Q1,5802.102,-122.3867798,47.64292526,"(47.642925262, -122.386779785)",1,2016
643441,201655006,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,2/15/2016 9:18,1/27/2016 3:30,,3XX BLOCK OF E REPUBLICAN ST,E,E1,7401.3007,-122.326889,47.62313461,"(47.623134613, -122.326889038)",1,2016
