RMS CDW ID,General Offense Number,Offense Code,Offense Code Extension,Offense Type,Summary Offense Code,Summarized Offense Description,Date Reported,Occurred Date or Date Range Start,Occurred Date Range End,Hundred Block Location,District/Sector,Zone/Beat,Census Tract 2000,Longitude,Latitude,Location,Month,Year
636693,201634671,1313,0,ASSLT-NONAGG,1300,ASSAULT,1/29/2016 15:27,1/29/2016 15:27,,MADISON ST / 7 AV,E,E3,8200.2005,-122.3295822,47.6074791,"(47.607479095, -122.329582214)",1,2016
641764,201634664,2903,0,PROPERTY DAMAGE-NON RESIDENTIA,2900,PROPERTY DAMAGE,1/29/2016 15:18,1/29/2016 15:18,,17XX BLOCK OF 15 AV S,R,R1,9400.502,-122.3137817,47.5873642,"(47.587364197, -122.313781738)",1,2016
625515,201634329,2308,0,THEFT-BUILDING,2300,OTHER PROPERTY,1/29/2016 14:48,1/28/2016 15:35,1/29/2016 6:15,38XX BLOCK OF E MARGINAL WY S,O,O2,9300.314,-122.3396378,47.56773377,"(47.567733765, -122.339637756)",1,2016
645638,201634607,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,1/29/2016 14:26,1/27/2016 14:26,1/29/2016 14:26,25XX BLOCK OF NE 98 ST,L,L3,2100.2006,-122.3000793,47.70024872,"(47.700248718, -122.300079346)",1,2016
625878,201634607,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,1/29/2016 14:26,1/27/2016 14:26,1/29/2016 14:26,25XX BLOCK OF NE 98 ST,L,L3,2100.2006,-122.3000793,47.70024872,"(47.700248718, -122.300079346)",1,2016
625055,201634597,2303,0,THEFT-SHOPLIFT,2300,SHOPLIFTING,1/29/2016 14:23,1/29/2016 14:23,,14XX BLOCK OF S LANE ST,G,G3,9000.2033,-122.3134384,47.59665299,"(47.596652985, -122.313438416)",1,2016
625463,201634596,2303,0,THEFT-SHOPLIFT,2300,SHOPLIFTING,1/29/2016 14:19,1/28/2016 18:35,1/28/2016 19:01,132XX BLOCK OF AURORA AV N,N,N2,401.1009,-122.3449936,47.72503662,"(47.725036621, -122.344993591)",1,2016
627575,2016900800,2305,0,THEFT-CARPROWL,2300,CAR PROWL,1/29/2016 14:15,1/28/2016 18:00,1/29/2016 0:30,13XX BLOCK OF WESTERN AV,M,M1,8100.3014,-122.3397598,47.60686874,"(47.606868744, -122.339759827)",1,2016
626172,2016900759,2305,0,THEFT-CARPROWL,2300,CAR PROWL,1/29/2016 14:14,1/28/2016 15:00,1/29/2016 11:00,5XX BLOCK OF NE 96 PL,L,L2,1900.2001,-122.3219528,47.69889832,"(47.698898315, -122.32195282)",1,2016
637878,2016900740,2305,0,THEFT-CARPROWL,2300,CAR PROWL,1/29/2016 13:42,1/22/2016 20:30,1/23/2016 19:05,2XX BLOCK OF TAYLOR AV N,Q,Q3,7200.1025,-122.3462982,47.62031937,"(47.620319366, -122.346298218)",1,2016
625976,201634541,3530,0,NARC-SELL-COCAINE,3500,NARCOTICS,1/29/2016 13:40,1/29/2016 13:40,,4XX BLOCK OF 2 AV S,K,K3,9200.2014,-122.3313904,47.60107422,"(47.601074219, -122.331390381)",1,2016
643028,201634541,3530,0,NARC-SELL-COCAINE,3500,NARCOTICS,1/29/2016 13:40,1/29/2016 13:40,,4XX BLOCK OF 2 AV S,K,K3,9200.2014,-122.3313904,47.60107422,"(47.601074219, -122.331390381)",1,2016
641343,201634556,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,1/29/2016 13:37,1/29/2016 13:37,,2XX BLOCK OF 10 AV,G,G1,8600.2021,-122.3194122,47.60393906,"(47.603939056, -122.319412231)",1,2016
625296,201634342,1305,0,ASSLT-AGG-WEAPON,1300,ASSAULT,1/29/2016 13:30,1/28/2016 20:30,,15XX BLOCK OF 6 AV,M,M3,8200.1005,-122.3349152,47.61164093,"(47.61164093, -122.334915161)",1,2016
625921,201634525,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,1/29/2016 13:26,1/29/2016 13:26,1/29/2016 13:26,3XX BLOCK OF 5 AV,K,K3,8500.3007,-122.3276825,47.60199356,"(47.601993561, -122.327682495)",1,2016
642222,201634525,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,1/29/2016 13:26,1/29/2016 13:26,1/29/2016 13:26,3XX BLOCK OF 5 AV,K,K3,8500.3007,-122.3276825,47.60199356,"(47.601993561, -122.327682495)",1,2016
625943,201634524,2305,0,THEFT-CARPROWL,2300,CAR PROWL,1/29/2016 13:24,1/29/2016 12:15,1/29/2016 13:24,140XX BLOCK OF RIVIERA PL NE,L,L3,100.1006,-122.2822647,47.7317543,"(47.731754303, -122.282264709)",1,2016
625449,201634520,2305,0,THEFT-CARPROWL,2300,CAR PROWL,1/29/2016 13:20,1/28/2016 20:30,1/29/2016 7:30,FUHRMAN AV E / EASTLAKE AV E,C,C1,6100.1003,-122.3212891,47.65189743,"(47.65189743, -122.321289063)",1,2016
625833,201634515,X,21,DISTURBANCE-OTH,X,DISTURBANCE,1/29/2016 13:18,1/29/2016 13:18,,11XX BLOCK OF 9 AV,E,E3,8300.1003,-122.3283386,47.609478,"(47.609477997, -122.328338623)",1,2016
625225,201634529,2999,0,PROPERTY DAMAGE - GRAFFITI,2900,PROPERTY DAMAGE,1/29/2016 13:16,1/25/2016 0:00,1/29/2016 13:16,50XX BLOCK OF 12 AV NE,U,U1,4400.4007,-122.3152313,47.66567993,"(47.665679932, -122.315231323)",1,2016
625737,201634509,2610,0,FRAUD-IDENTITY THEFT,2600,FRAUD,1/29/2016 13:11,1/25/2016 12:00,1/29/2016 12:00,1XX BLOCK OF NE 133 ST,N,N2,600.1015,-122.3276978,47.72497559,"(47.724975586, -122.327697754)",1,2016
641758,201634504,2204,0,BURGLARY-NOFORCE-RES,2200,BURGLARY,1/29/2016 13:10,1/29/2016 13:10,,66XX BLOCK OF ELLIS AV S,O,O3,10900.1008,-122.3194199,47.54242325,"(47.542423248, -122.319419861)",1,2016
626530,2016900764,2305,0,THEFT-CARPROWL,2300,CAR PROWL,1/29/2016 13:04,1/28/2016 20:15,1/28/2016 23:55,WESTERN AV / UNIVERSITY ST,M,M1,8100.1003,-122.3393097,47.60636902,"(47.606369019, -122.339309692)",1,2016
639038,201634488,1310,0,ASSLT-AGG-POLICE-GUN,1300,ASSAULT,1/29/2016 12:55,1/29/2016 12:55,,14XX BLOCK OF WESTERN AV,M,M1,8100.3012,-122.3406677,47.60786057,"(47.607860565, -122.340667725)",1,2016
626913,201634488,1310,0,ASSLT-AGG-POLICE-GUN,1300,ASSAULT,1/29/2016 12:55,1/29/2016 12:55,,14XX BLOCK OF WESTERN AV,M,M1,8100.3012,-122.3406677,47.60786057,"(47.607860565, -122.340667725)",1,2016
625464,201634468,2305,0,THEFT-CARPROWL,2300,CAR PROWL,1/29/2016 12:42,1/29/2016 2:00,1/29/2016 8:00,42XX BLOCK OF E NEWTON ST,C,C2,6300.1013,-122.2777863,47.63695145,"(47.636951447, -122.277786255)",1,2016
634579,201634447,2399,3,THEFT-OTH,2300,OTHER PROPERTY,1/29/2016 12:40,1/28/2016 14:30,1/29/2016 12:00,106XX BLOCK OF 68 AV S,S,S3,11900.2019,-122.2491837,47.50601196,"(47.506011963, -122.249183655)",1,2016
625354,201634457,2305,0,THEFT-CARPROWL,2300,CAR PROWL,1/29/2016 12:33,1/29/2016 12:33,,9XX BLOCK OF 20 AV E,C,C2,6400.3013,-122.3060379,47.62775421,"(47.627754211, -122.306037903)",1,2016
625295,201634381,2399,3,THEFT-OTH,2300,OTHER PROPERTY,1/29/2016 12:33,1/20/2016 21:00,,43XX BLOCK OF 30 AV SW,W,W1,9900.4093,-122.3708038,47.56507492,"(47.565074921, -122.370803833)",1,2016
625458,201634419,2903,0,PROPERTY DAMAGE-NON RESIDENTIA,2900,PROPERTY DAMAGE,1/29/2016 12:32,1/27/2016 8:30,1/27/2016 19:00,23XX BLOCK OF 10 AV E,C,C1,6100.2027,-122.3200607,47.64044952,"(47.640449524, -122.32006073)",1,2016
625462,201634413,2305,0,THEFT-CARPROWL,2300,CAR PROWL,1/29/2016 12:31,1/27/2016 2:00,1/27/2016 6:00,42XX BLOCK OF E NEWTON ST,C,C2,6300.1013,-122.2777863,47.63695145,"(47.636951447, -122.277786255)",1,2016
626024,201634444,5015,2,WARRARR-MISDEMEANOR,5000,WARRANT ARREST,1/29/2016 12:22,1/29/2016 12:22,,22XX BLOCK OF 5 AV,D,D2,7200.1055,-122.3424225,47.61565018,"(47.615650177, -122.342422485)",1,2016
643417,201634444,5015,2,WARRARR-MISDEMEANOR,5000,WARRANT ARREST,1/29/2016 12:22,1/29/2016 12:22,,22XX BLOCK OF 5 AV,D,D2,7200.1055,-122.3424225,47.61565018,"(47.615650177, -122.342422485)",1,2016
625516,201634432,2399,3,THEFT-OTH,2300,OTHER PROPERTY,1/29/2016 12:16,1/29/2016 12:16,,S BAYVIEW ST / 14 AV S,R,R1,10002.2025,-122.3147125,47.58102036,"(47.581020355, -122.314712524)",1,2016
627199,201634289,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,1/29/2016 12:13,1/29/2016 0:00,1/29/2016 10:15,90XX BLOCK OF GREENWOOD AV N,J,J1,1702.1015,-122.3553467,47.69512177,"(47.695121765, -122.35534668)",1,2016
646748,201634317,X,21,DISTURBANCE-OTH,X,DISTURBANCE,1/29/2016 12:09,1/29/2016 10:45,,55XX BLOCK OF 15 AV S,O,O3,10402.1005,-122.3134842,47.55234528,"(47.552345276, -122.313484192)",1,2016
627016,201633502,2799,0,EMBEZZLE,2700,EMBEZZLE,1/29/2016 12:00,1/28/2016 18:00,,24XX BLOCK OF 4 AV,D,D1,7200.2017,-122.3457031,47.61641312,"(47.616413116, -122.345703125)",1,2016
646312,201634411,2699,1,FRAUD-OTHER,2600,FRAUD,1/29/2016 11:57,1/29/2016 11:57,,20XX BLOCK OF NW 59 ST,B,B1,4700.4003,-122.3834763,47.67163849,"(47.671638489, -122.383476257)",1,2016
625459,2016900737,2305,0,THEFT-CARPROWL,2300,CAR PROWL,1/29/2016 11:57,1/28/2016 21:00,1/29/2016 8:50,E HOWELL ST / SUMMIT AV,E,E1,7402.3004,-122.3252869,47.61774063,"(47.617740631, -122.325286865)",1,2016
627052,201634285,2303,0,THEFT-SHOPLIFT,2300,SHOPLIFTING,1/29/2016 11:55,1/28/2016 17:00,,4XX BLOCK OF PINE ST,M,M2,8100.2,-122.3373184,47.6113205,"(47.611320496, -122.33731842)",1,2016
626134,201634378,X,47,PROPERTY FOUND,X,STOLEN PROPERTY,1/29/2016 11:35,1/15/2016 12:00,,64XX BLOCK OF 8 AV NE,U,U1,3600.102,-122.3200531,47.67542267,"(47.675422668, -122.320053101)",1,2016
625126,201634377,5309,0,HARASSMENT,5300,THREATS,1/29/2016 11:22,1/29/2016 11:22,,20XX BLOCK OF 4 AV,M,M2,7200.1067,-122.340683,47.61344528,"(47.613445282, -122.340682983)",1,2016
641749,201634322,2305,0,THEFT-CARPROWL,2300,CAR PROWL,1/29/2016 11:06,1/25/2016 14:00,,1 AV S / S LANDER ST,O,O1,9300.3024,-122.3342056,47.5798111,"(47.579811096, -122.334205627)",1,2016
625134,201634332,2999,0,PROPERTY DAMAGE - GRAFFITI,2900,PROPERTY DAMAGE,1/29/2016 10:57,1/25/2016 12:00,1/29/2016 10:57,19XX BLOCK OF S HORTON ST,R,R1,10002.4003,-122.3068161,47.57404709,"(47.574047089, -122.306816101)",1,2016
641957,201634336,X,21,DISTURBANCE-OTH,X,DISTURBANCE,1/29/2016 10:57,1/29/2016 9:00,,16XX BLOCK OF S COLUMBIAN WY,R,R1,10001.2,-122.3119125,47.56262207,"(47.56262207, -122.311912537)",1,2016
625461,201634316,2305,0,THEFT-CARPROWL,2300,CAR PROWL,1/29/2016 10:42,1/29/2016 10:42,,16 AV / E ALDER ST,G,G2,8700.3004,-122.3115616,47.6043396,"(47.6043396, -122.311561584)",1,2016
626091,201634306,2903,0,PROPERTY DAMAGE-NON RESIDENTIA,2900,PROPERTY DAMAGE,1/29/2016 10:41,1/29/2016 10:41,,11XX BLOCK OF 23 AV,C,C3,8800.1008,-122.3027267,47.61226654,"(47.612266541, -122.302726746)",1,2016
623958,201634289,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,1/29/2016 10:28,1/29/2016 0:00,1/29/2016 10:15,90XX BLOCK OF GREENWOOD AV N,J,J1,1702.1015,-122.3553467,47.69512177,"(47.695121765, -122.35534668)",1,2016
626864,201634286,2606,1,FRAUD-CHECK,2600,FRAUD,1/29/2016 10:23,1/29/2016 10:23,,59XX BLOCK OF 4 AV S,O,O3,10900.2067,-122.3295822,47.54925537,"(47.549255371, -122.329582214)",1,2016
637744,201634174,X,47,PROPERTY FOUND,X,STOLEN PROPERTY,1/29/2016 10:15,1/29/2016 8:30,,46XX BLOCK OF S CHICAGO ST,S,S2,11101.3006,-122.2739792,47.53262711,"(47.532627106, -122.273979187)",1,2016
623959,201634271,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,1/29/2016 10:06,1/27/2016 23:00,1/28/2016 10:00,56XX BLOCK OF 44 AV SW,W,W2,10600.6001,-122.3885422,47.55122757,"(47.55122757, -122.388542175)",1,2016
625284,201634239,2399,3,THEFT-OTH,2300,OTHER PROPERTY,1/29/2016 10:00,1/28/2016 19:30,1/29/2016 8:30,84XX BLOCK OF 12 AV SW,F,F3,11300.4008,-122.3505783,47.52741242,"(47.527412415, -122.350578308)",1,2016
625361,201634249,2305,0,THEFT-CARPROWL,2300,CAR PROWL,1/29/2016 9:48,1/29/2016 9:48,1/29/2016 9:48,16 AV S / S HANFORD ST,R,R1,10002.1016,-122.3124084,47.57508469,"(47.575084686, -122.312408447)",1,2016
625443,201634219,2305,0,THEFT-CARPROWL,2300,CAR PROWL,1/29/2016 9:41,1/29/2016 1:00,1/29/2016 2:00,HARVARD AV / E PINE ST,E,E2,8400.1006,-122.3221283,47.61522293,"(47.615222931, -122.322128296)",1,2016
625774,201634241,2303,0,THEFT-SHOPLIFT,2300,SHOPLIFTING,1/29/2016 9:41,1/27/2016 6:45,1/27/2016 6:45,5XX BLOCK OF 1 AV W,Q,Q3,7100.2007,-122.358017,47.6239357,"(47.623935699, -122.358016968)",1,2016
626963,201634236,2399,3,THEFT-OTH,2300,OTHER PROPERTY,1/29/2016 9:31,1/26/2016 7:00,1/26/2016 16:30,19XX BLOCK OF ALASKAN WY,M,M1,8100.1013,-122.3444443,47.60890198,"(47.608901978, -122.344444275)",1,2016
624033,201634227,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,1/29/2016 9:30,1/27/2016 9:30,1/27/2016 20:15,5XX BLOCK OF 9 AV N,D,D2,7200.1003,-122.3397446,47.62387848,"(47.623878479, -122.339744568)",1,2016
627444,201634189,2205,0,BURGLARY-NOFORCE-NONRES,2200,BURGLARY,1/29/2016 8:56,1/28/2016 22:45,1/29/2016 8:00,74XX BLOCK OF 5 AV NE,J,J3,3600.2028,-122.3228912,47.68240738,"(47.682407379, -122.322891235)",1,2016
625504,201634175,2303,0,THEFT-SHOPLIFT,2300,SHOPLIFTING,1/29/2016 8:45,1/29/2016 8:45,1/29/2016 8:45,5XX BLOCK OF 1 AV W,Q,Q3,7100.2007,-122.358017,47.6239357,"(47.623935699, -122.358016968)",1,2016
625514,201634141,2902,0,PROPERTY DAMAGE-RESIDENTIAL,2900,PROPERTY DAMAGE,1/29/2016 8:37,1/28/2016 15:00,1/29/2016 8:00,32XX BLOCK OF S OTHELLO ST,S,S1,11002.1018,-122.2906723,47.53704453,"(47.537044525, -122.290672302)",1,2016
625348,201634167,X,21,DISTURBANCE-OTH,X,DISTURBANCE,1/29/2016 8:32,1/29/2016 8:32,,114XX BLOCK OF 71 PL S,S,S3,11900.202,-122.2461929,47.50165176,"(47.501651764, -122.246192932)",1,2016
625101,201634144,1313,0,ASSLT-NONAGG,1300,ASSAULT,1/29/2016 8:20,1/26/2016 14:00,,12XX BLOCK OF BOYLSTON AV,E,E3,8400.2006,-122.3234406,47.6125145,"(47.612514496, -122.323440552)",1,2016
623883,201634099,3532,0,NARC-POSSESS-COCAINE,3500,NARCOTICS,1/29/2016 7:28,1/29/2016 7:28,,2 AV S / S WASHINGTON ST,K,K2,9200.2002,-122.3315735,47.60087967,"(47.600879669, -122.331573486)",1,2016
625831,201634099,3532,0,NARC-POSSESS-COCAINE,3500,NARCOTICS,1/29/2016 7:28,1/29/2016 7:28,,2 AV S / S WASHINGTON ST,K,K2,9200.2002,-122.3315735,47.60087967,"(47.600879669, -122.331573486)",1,2016
635071,201634099,3532,0,NARC-POSSESS-COCAINE,3500,NARCOTICS,1/29/2016 7:28,1/29/2016 7:28,,2 AV S / S WASHINGTON ST,K,K2,9200.2002,-122.3315735,47.60087967,"(47.600879669, -122.331573486)",1,2016
625448,201634091,2299,2,BURGLARY-SECURE PARKING-RES,2299,BURGLARY-SECURE PARKING-RES,1/29/2016 7:23,1/27/2016 20:30,1/28/2016 6:45,24XX BLOCK OF NW 63 ST,B,B1,3200.2002,-122.3888626,47.6745491,"(47.674549103, -122.38886261)",1,2016
646779,201634087,2299,2,BURGLARY-SECURE PARKING-RES,2299,BURGLARY-SECURE PARKING-RES,1/29/2016 7:21,1/28/2016 21:00,1/29/2016 7:00,5XX BLOCK OF NE 73 ST,J,J3,3600.2003,-122.3223343,47.68161011,"(47.681610107, -122.32233429)",1,2016
623974,201634097,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,1/29/2016 7:21,1/28/2016 22:00,1/29/2016 7:00,18XX BLOCK OF NW 89 ST,J,J1,1600.3009,-122.3808289,47.69398117,"(47.693981171, -122.380828857)",1,2016
625447,201634087,2299,2,BURGLARY-SECURE PARKING-RES,2299,BURGLARY-SECURE PARKING-RES,1/29/2016 7:21,1/28/2016 21:00,1/29/2016 7:00,5XX BLOCK OF NE 73 ST,J,J3,3600.2003,-122.3223343,47.68161011,"(47.681610107, -122.32233429)",1,2016
624001,201634069,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,1/29/2016 6:47,1/28/2016 20:00,1/29/2016 6:00,42XX BLOCK OF S OTHELLO ST,S,S2,11101.2015,-122.2800598,47.53705216,"(47.537052155, -122.280059814)",1,2016
624032,201634058,2399,1,THEFT-BICYCLE,2300,BIKE THEFT,1/29/2016 6:46,1/28/2016 20:00,1/29/2016 6:00,83XX BLOCK OF LAKE CITY WY NE,U,U1,2600.1001,-122.3085785,47.69002533,"(47.69002533, -122.308578491)",1,2016
625285,201634050,2305,0,THEFT-CARPROWL,2300,CAR PROWL,1/29/2016 6:39,1/28/2016 19:30,1/29/2016 6:30,36XX BLOCK OF SW SNOQUALMIE ST,W,W2,10500.1002,-122.3781128,47.56203461,"(47.562034607, -122.378112793)",1,2016
627406,201634011,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,1/29/2016 6:38,1/28/2016 17:00,1/28/2016 21:00,47XX BLOCK OF AIRPORT WY S,O,O2,9300.3169,-122.3231964,47.56050873,"(47.560508728, -122.323196411)",1,2016
642686,201634011,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,1/29/2016 6:38,1/28/2016 17:00,1/28/2016 21:00,47XX BLOCK OF AIRPORT WY S,O,O2,9300.3169,-122.3231964,47.56050873,"(47.560508728, -122.323196411)",1,2016
624000,201634030,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,1/29/2016 6:00,1/29/2016 6:00,1/29/2016 5:45,90XX BLOCK OF 8 AV NE,L,L2,1900.2011,-122.3203201,47.69448471,"(47.694484711, -122.320320129)",1,2016
625125,201634024,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,1/29/2016 5:58,1/29/2016 1:15,1/29/2016 4:00,15XX BLOCK OF N 115 ST,N,N2,600.402,-122.338089,47.71230316,"(47.712303162, -122.338088989)",1,2016
642535,2016900751,2999,0,PROPERTY DAMAGE - GRAFFITI,2900,PROPERTY DAMAGE,1/29/2016 5:38,1/29/2016 3:25,1/29/2016 4:25,30XX BLOCK OF WESTERN AV,D,D1,8001.3019,-122.3553391,47.6174202,"(47.617420197, -122.35533905)",1,2016
625456,201633994,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,1/29/2016 5:33,1/29/2016 3:30,,5XX BLOCK OF E REPUBLICAN ST,E,E1,7401.1005,-122.3246689,47.62313843,"(47.623138428, -122.324668884)",1,2016
625220,201634005,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,1/29/2016 5:06,1/28/2016 8:30,1/28/2016 18:09,2XX BLOCK OF N 46 ST,B,B2,4800.103,-122.3558044,47.6623764,"(47.662376404, -122.355804443)",1,2016
646778,201634005,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,1/29/2016 5:06,1/28/2016 8:30,1/28/2016 18:09,2XX BLOCK OF N 46 ST,B,B2,4800.103,-122.3558044,47.6623764,"(47.662376404, -122.355804443)",1,2016
624030,201633995,2205,0,BURGLARY-NOFORCE-NONRES,2200,BURGLARY,1/29/2016 4:34,1/29/2016 4:34,,6XX BLOCK OF 1 AV N,Q,Q3,7000.3021,-122.3554001,47.62501526,"(47.625015259, -122.355400085)",1,2016
627464,201633995,2205,0,BURGLARY-NOFORCE-NONRES,2200,BURGLARY,1/29/2016 4:34,1/29/2016 4:34,,6XX BLOCK OF 1 AV N,Q,Q3,7000.3021,-122.3554001,47.62501526,"(47.625015259, -122.355400085)",1,2016
626167,201633931,2999,0,PROPERTY DAMAGE - GRAFFITI,2900,PROPERTY DAMAGE,1/29/2016 3:29,1/29/2016 2:06,,4XX BLOCK OF E PIKE ST,E,E3,8400.3009,-122.3258514,47.61408615,"(47.614086151, -122.32585144)",1,2016
639157,201633931,2999,0,PROPERTY DAMAGE - GRAFFITI,2900,PROPERTY DAMAGE,1/29/2016 3:29,1/29/2016 2:06,,4XX BLOCK OF E PIKE ST,E,E3,8400.3009,-122.3258514,47.61408615,"(47.614086151, -122.32585144)",1,2016
625454,201633943,2305,0,THEFT-CARPROWL,2300,CAR PROWL,1/29/2016 2:30,1/29/2016 2:30,,18 AV E / E ALOHA ST,C,C2,6400.2006,-122.3086472,47.62685776,"(47.626857758, -122.308647156)",1,2016
623978,201633925,X,69,VEH-RCVD-FOR OTHER AGENCY,X,VEHICLE THEFT,1/29/2016 1:42,1/29/2016 1:42,,8XX BLOCK OF SW TRENTON ST,F,F3,11300.4012,-122.3460999,47.52463913,"(47.52463913, -122.346099854)",1,2016
645851,201633638,2203,0,BURGLARY-FORCE-NONRES,2200,BURGLARY,1/29/2016 1:42,1/27/2016 4:30,,45XX BLOCK OF CALIFORNIA AV SW,W,W2,10500.4003,-122.3867798,47.5620079,"(47.562007904, -122.386779785)",1,2016
626576,201633877,2903,0,PROPERTY DAMAGE-NON RESIDENTIA,2900,PROPERTY DAMAGE,1/29/2016 1:12,1/29/2016 0:16,,17XX BLOCK OF HARVARD AV,E,E2,7402.2005,-122.3221588,47.61697769,"(47.616977692, -122.322158813)",1,2016
623771,201633902,1313,0,ASSLT-NONAGG,1300,ASSAULT,1/29/2016 1:02,1/29/2016 1:02,,36XX BLOCK OF DAYTON AV N,B,B2,4900.3011,-122.352356,47.6529541,"(47.652954102, -122.352355957)",1,2016
624972,201633900,2399,3,THEFT-OTH,2300,OTHER PROPERTY,1/29/2016 0:58,1/29/2016 0:58,,2 AV ET S / S WASHINGTON ST,K,K3,9200.2002,-122.3312149,47.60087585,"(47.600875854, -122.331214905)",1,2016
623873,201633780,2903,0,PROPERTY DAMAGE-NON RESIDENTIA,2900,PROPERTY DAMAGE,1/29/2016 0:58,1/28/2016 22:07,,40XX BLOCK OF SW ADMIRAL WY,W,W1,9600.2015,-122.3835754,47.58117294,"(47.581172943, -122.383575439)",1,2016
625124,201633880,1313,0,ASSLT-NONAGG,1300,ASSAULT,1/29/2016 0:20,1/29/2016 0:20,,8XX BLOCK OF RAINIER AV S,G,G3,9400.2003,-122.310257,47.59421539,"(47.594215393, -122.310256958)",1,2016
623581,201633878,5015,2,WARRARR-MISDEMEANOR,5000,WARRANT ARREST,1/29/2016 0:19,1/29/2016 0:19,,57XX BLOCK OF 24 AV NW,B,B1,4700.4005,-122.3875885,47.6705513,"(47.6705513, -122.387588501)",1,2016
624749,201633868,2305,0,THEFT-CARPROWL,2300,CAR PROWL,1/29/2016 0:16,1/29/2016 0:05,,ALASKAN WY / COLUMBIA ST,K,K1,8100.1054,-122.3371506,47.60234451,"(47.602344513, -122.337150574)",1,2016
625217,201633632,2202,0,BURGLARY-FORCE-RES,2200,BURGLARY,1/29/2016 0:15,1/28/2016 15:30,1/28/2016 19:15,52XX BLOCK OF 17 AV NE,U,U1,4400.3004,-122.3096313,47.66747665,"(47.667476654, -122.309631348)",1,2016
623825,201633742,1201,2,ROBBERY-BUSINESS-GUN,1200,ROBBERY,1/28/2016 23:14,1/28/2016 21:35,,40XX BLOCK OF WALLINGFORD AV N,B,B3,5100.2021,-122.3362503,47.65623093,"(47.656230927, -122.336250305)",1,2016
625297,2016900738,2304,1,THEFT-AUTOACC,2300,OTHER PROPERTY,1/28/2016 23:14,1/27/2016 19:00,1/27/2016 19:30,S KING ST / 10 AV S,G,G1,9100.1012,-122.3196487,47.59834671,"(47.59834671, -122.319648743)",1,2016
623573,201633827,5015,1,WARRARR-FELONY,5000,WARRANT ARREST,1/28/2016 23:02,1/28/2016 23:02,,3XX BLOCK OF VIRGINIA ST,M,M2,7200.1067,-122.3404617,47.61273193,"(47.612731934, -122.340461731)",1,2016
625731,201633819,2699,1,FRAUD-OTHER,2600,FRAUD,1/28/2016 22:56,1/28/2016 22:56,,23XX BLOCK OF 3 AV,D,D1,8001.2003,-122.3454437,47.61508942,"(47.615089417, -122.345443726)",1,2016
625735,2016900724,2610,0,FRAUD-IDENTITY THEFT,2600,FRAUD,1/28/2016 22:52,1/28/2016 22:45,1/28/2016 22:45,42XX BLOCK OF 12 AV NE,U,U2,5301.3006,-122.3154984,47.65908432,"(47.65908432, -122.315498352)",1,2016
625062,201633802,1313,0,ASSLT-NONAGG,1300,ASSAULT,1/28/2016 22:35,1/28/2016 22:35,,4XX BLOCK OF 11 AV,G,G1,8600.2015,-122.3181076,47.60570145,"(47.605701447, -122.318107605)",1,2016
625049,201633782,5212,0,WEAPON-POSSESSION,5200,WEAPON,1/28/2016 22:11,1/28/2016 22:11,,1 AV / CHERRY ST,K,K1,8100.1035,-122.3342819,47.60255432,"(47.602554321, -122.334281921)",1,2016
625116,201633424,2903,0,PROPERTY DAMAGE-NON RESIDENTIA,2900,PROPERTY DAMAGE,1/28/2016 22:02,1/27/2016 21:00,1/28/2016 17:00,8XX BLOCK OF SPRING ST,E,E3,8200.2007,-122.3285675,47.60889053,"(47.608890533, -122.328567505)",1,2016
626918,201633778,2404,1,VEH-THEFT-AUTO,2400,VEHICLE THEFT,1/28/2016 21:54,1/28/2016 17:30,1/28/2016 21:40,4XX BLOCK OF NE NORTHGATE WY,L,L2,1200.401,-122.3246155,47.70860291,"(47.708602905, -122.324615479)",1,2016
641750,201633749,2305,0,THEFT-CARPROWL,2300,CAR PROWL,1/28/2016 21:42,1/28/2016 21:42,,43XX BLOCK OF S GENESEE ST,R,R3,10100.1012,-122.2782516,47.56409073,"(47.564090729, -122.278251648)",1,2016
625775,201633732,X,46,PROP RECOVERED-OTHER AGENCY,X,RECOVERED PROPERTY,1/28/2016 21:20,1/28/2016 21:20,,56XX BLOCK OF UNIVERSITY WY NE,U,U1,4400.202,-122.3130264,47.67021561,"(47.670215607, -122.313026428)",1,2016
